City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
544,antigonish,45.6169,-61.9986,60.98,84,100,13.0,CA,Mon Dec 11 10:56:40 2023
545,kashary,49.04,41.0056,28.38,95,100,21.74,RU,Mon Dec 11 10:59:52 2023
546,novodvinsk,64.4165,40.8122,4.78,93,100,7.92,RU,Mon Dec 11 10:59:53 2023
547,new plymouth,-39.0667,174.0833,55.81,76,84,17.54,NZ,Mon Dec 11 10:59:53 2023
548,somerset,40.5668,-74.5496,45.1,75,75,11.99,US,Mon Dec 11 10:59:17 2023
549,galliano,29.4422,-90.2992,52.0,46,0,10.36,US,Mon Dec 11 10:59:53 2023
550,colonia,50.9333,6.95,51.42,84,100,11.5,DE,Mon Dec 11 10:59:39 2023
551,shiqian,27.5225,108.2281,45.88,87,100,3.65,CN,Mon Dec 11 10:59:53 2023
552,chateauroux,46.8167,1.7,57.2,94,75,16.11,FR,Mon Dec 11 10:59:53 2023
553,chimoio,-19.1164,33.4833,79.09,73,56,7.96,MZ,Mon Dec 11 10:59:53 2023
554,yuzhno-kurilsk,44.0306,145.8556,33.37,76,68,5.44,RU,Mon Dec 11 10:59:53 2023
555,vuktyl,63.8567,57.3094,-10.89,93,100,11.01,RU,Mon Dec 11 10:59:54 2023
556,ugoofaaru,5.6667,73.0,82.38,77,57,5.46,MV,Mon Dec 11 10:59:54 2023
557,porto franco,-6.3383,-47.3992,87.26,62,98,5.41,BR,Mon Dec 11 10:59:54 2023
558,jayapura,-2.5333,140.7,81.79,91,76,9.66,ID,Mon Dec 11 10:59:54 2023
559,port saint john's,-31.6229,29.5448,72.07,80,99,9.31,ZA,Mon Dec 11 10:59:54 2023
560,bengkulu,-3.8004,102.2655,75.67,94,73,3.65,ID,Mon Dec 11 10:59:54 2023
561,belen,36.4891,36.2233,50.4,100,94,6.93,TR,Mon Dec 11 10:59:54 2023
562,matadi,-5.8167,13.45,87.26,69,98,2.28,CD,Mon Dec 11 10:59:55 2023
563,sedalia,38.7045,-93.2283,41.76,40,4,12.66,US,Mon Dec 11 10:59:55 2023
564,howard springs,-12.497,131.047,78.82,94,30,4.81,AU,Mon Dec 11 10:59:55 2023
565,obo,5.3998,26.4869,82.78,44,83,3.94,CF,Mon Dec 11 10:59:55 2023
